,idade,renda,propriedadeCasa,tempoEmpregado,intensao,grau,valor,taxaJuros
15911,24,425000,HIPOTECA,8.0,EDUCAÇÃO,A,10000,7.88
15912,24,90000,ALUGUEL,1.0,MELHORIA DE CASA,B,19500,9.76
15913,21,10560,PRÓPRIO,5.0,OUTRO,B,1000,10.36
15914,25,450000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,35000,11.11
15915,26,480000,HIPOTECA,2.0,EDUCAÇÃO,E,25000,14.38
15916,22,118000,ALUGUEL,0.0,PERSONAL,D,19550,15.62
15917,23,45000,ALUGUEL,8.0,EDUCAÇÃO,B,19600,9.91
15918,24,53295,ALUGUEL,3.0,MÉDICO,D,19600,16.07
15919,22,75000,ALUGUEL,2.0,EDUCAÇÃO,B,19600,12.42
15920,24,45295,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,D,19650,15.37
15921,23,30000,ALUGUEL,6.0,OUTRO,B,19750,11.14
15922,23,38000,ALUGUEL,3.0,PERSONAL,A,19750,7.51
15923,21,9600,PRÓPRIO,0.0,OUTRO,B,1200,10.99
15924,21,9600,ALUGUEL,4.0,MELHORIA DE CASA,D,2000,15.99
15925,25,9600,ALUGUEL,4.0,MÉDICO,D,2100,15.99
15926,24,9600,ALUGUEL,5.0,PERSONAL,A,1000,8.49
15927,25,9600,ALUGUEL,,MÉDICO,C,1200,15.23
15928,26,9600,ALUGUEL,4.0,OUTRO,D,2950,17.49
15929,22,9600,ALUGUEL,0.0,OUTRO,A,1500,7.29
15930,21,9600,ALUGUEL,,MÉDICO,B,2375,10.0
15931,22,9600,ALUGUEL,,EDUCAÇÃO,B,1200,10.37
15932,24,9600,PRÓPRIO,2.0,OUTRO,A,3200,7.88
15933,23,9600,ALUGUEL,0.0,OUTRO,A,4000,7.14
15934,23,9600,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,2100,10.62
15935,25,47000,ALUGUEL,9.0,MELHORIA DE CASA,D,19750,15.7
15936,23,9192,ALUGUEL,,PERSONAL,A,1750,7.51
15937,21,9000,ALUGUEL,4.0,MELHORIA DE CASA,C,3000,15.23
15938,23,9000,PRÓPRIO,4.0,MELHORIA DE CASA,C,2000,13.35
15939,23,8628,PRÓPRIO,,EDUCAÇÃO,A,1400,
15940,23,8400,ALUGUEL,,EDUCAÇÃO,B,2000,10.65
15941,24,8400,ALUGUEL,,EDUCAÇÃO,C,1500,13.99
15942,26,8400,ALUGUEL,,EDUCAÇÃO,A,3500,7.29
15943,22,8280,ALUGUEL,,MÉDICO,B,2400,9.91
15944,21,8088,ALUGUEL,,MÉDICO,C,1200,15.23
15945,23,8088,ALUGUEL,,MÉDICO,B,1000,10.0
15946,21,8004,ALUGUEL,4.0,MÉDICO,A,3000,7.88
15947,22,8000,ALUGUEL,,MÉDICO,A,2100,7.51
15948,21,8000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,2800,7.4
15949,23,8000,ALUGUEL,0.0,EDUCAÇÃO,A,3250,
15950,22,8000,ALUGUEL,0.0,OUTRO,A,5400,7.75
15951,26,7904,HIPOTECA,0.0,MELHORIA DE CASA,B,500,10.71
15952,24,7800,ALUGUEL,1.0,EDUCAÇÃO,B,1000,11.36
15953,24,7500,ALUGUEL,0.0,MELHORIA DE CASA,C,1200,13.48
15954,21,7200,ALUGUEL,0.0,OUTRO,C,2500,13.11
15955,24,7000,ALUGUEL,2.0,MÉDICO,C,1000,
15956,24,6000,ALUGUEL,0.0,PERSONAL,A,1050,
15957,21,6000,PRÓPRIO,1.0,PERSONAL,D,1600,14.61
15958,26,5500,ALUGUEL,0.0,EDUCAÇÃO,A,1000,9.63
15959,25,5000,ALUGUEL,0.0,OUTRO,B,1000,9.64
15960,22,4800,ALUGUEL,1.0,PERSONAL,D,1800,14.84
15961,22,4800,ALUGUEL,0.0,MÉDICO,C,1200,14.26
15962,24,4800,ALUGUEL,0.0,OUTRO,E,2400,16.0
15963,21,4200,ALUGUEL,3.0,PERSONAL,E,2750,16.95
15964,21,4080,ALUGUEL,0.0,EDUCAÇÃO,B,1400,11.86
15965,24,21600,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6600,12.68
15966,23,21600,PRÓPRIO,0.0,OUTRO,B,4400,12.53
15967,26,56100,HIPOTECA,10.0,MÉDICO,D,16000,
15968,24,55000,HIPOTECA,8.0,MÉDICO,A,1800,7.49
15969,26,139992,HIPOTECA,0.0,EDUCAÇÃO,B,14400,
15970,23,141000,HIPOTECA,1.0,OUTRO,B,15000,
15971,21,30000,ALUGUEL,5.0,EDUCAÇÃO,A,12000,5.79
15972,22,75000,ALUGUEL,0.0,PERSONAL,A,8000,5.99
15973,25,80208,HIPOTECA,1.0,MÉDICO,A,4000,5.42
15974,26,53000,HIPOTECA,3.0,OUTRO,A,2800,6.03
15975,23,42000,ALUGUEL,5.0,OUTRO,B,6000,9.99
15976,24,69996,ALUGUEL,3.0,MELHORIA DE CASA,B,2500,12.53
15977,23,36000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,16750,15.28
15978,25,65004,ALUGUEL,1.0,PERSONAL,C,4800,13.49
15979,26,15436,ALUGUEL,,MELHORIA DE CASA,A,5500,7.88
15980,22,72000,PRÓPRIO,6.0,EDUCAÇÃO,B,16000,10.37
15981,24,130000,ALUGUEL,7.0,MÉDICO,B,24000,11.49
15982,22,70000,ALUGUEL,4.0,EDUCAÇÃO,A,7550,7.51
15983,24,70000,OUTROS,4.0,PERSONAL,A,9000,9.63
15984,25,60000,ALUGUEL,3.0,OUTRO,C,3000,13.47
15985,23,50400,ALUGUEL,3.0,EDUCAÇÃO,B,5000,10.38
15986,23,75000,ALUGUEL,7.0,OUTRO,C,18000,12.73
15987,25,85000,HIPOTECA,9.0,MÉDICO,A,4000,7.88
15988,23,98280,HIPOTECA,7.0,PERSONAL,A,9400,6.62
15989,23,90000,HIPOTECA,7.0,EDUCAÇÃO,B,8000,10.36
15990,22,53808,HIPOTECA,5.0,OUTRO,A,6000,8.9
15991,23,81600,HIPOTECA,7.0,OUTRO,A,9000,7.49
15992,23,30000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,10000,15.31
15993,24,52000,HIPOTECA,7.0,MÉDICO,C,5000,14.22
15994,25,45000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,
15995,24,48000,HIPOTECA,4.0,MÉDICO,A,4000,5.42
15996,22,33000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6000,13.85
15997,21,35000,HIPOTECA,5.0,EDUCAÇÃO,B,1500,9.63
15998,23,118000,HIPOTECA,4.0,OUTRO,C,12000,13.11
15999,26,95000,ALUGUEL,0.0,OUTRO,B,12000,10.65
16000,26,42000,ALUGUEL,2.0,EDUCAÇÃO,C,4800,14.27
16001,22,64000,ALUGUEL,7.0,OUTRO,D,13000,14.11
16002,24,41160,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,
16003,23,57000,PRÓPRIO,7.0,EDUCAÇÃO,B,4200,10.51
16004,22,90000,HIPOTECA,6.0,MÉDICO,B,9500,
16005,25,33000,ALUGUEL,1.0,OUTRO,C,7100,14.65
16006,25,216000,HIPOTECA,2.0,MELHORIA DE CASA,D,25000,16.07
16007,26,37820,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6300,
16008,21,15360,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,1600,12.69
16009,24,45888,ALUGUEL,5.0,EDUCAÇÃO,A,9000,5.79
16010,22,58000,ALUGUEL,5.0,PERSONAL,B,4000,10.0
16011,22,190000,ALUGUEL,3.0,OUTRO,A,12600,6.92
16012,26,75000,HIPOTECA,5.0,EDUCAÇÃO,A,12500,5.99
16013,22,41600,PRÓPRIO,4.0,EDUCAÇÃO,B,12000,12.42
16014,23,90000,ALUGUEL,0.0,EDUCAÇÃO,A,12000,8.9
16015,26,51996,ALUGUEL,1.0,MÉDICO,C,10000,13.23
16016,25,88500,ALUGUEL,3.0,OUTRO,C,7200,13.47
16017,26,30000,PRÓPRIO,0.0,MELHORIA DE CASA,C,15000,13.22
16018,23,45000,HIPOTECA,1.0,EDUCAÇÃO,B,10000,12.21
16019,24,30000,PRÓPRIO,7.0,MELHORIA DE CASA,C,10000,12.61
16020,25,32000,ALUGUEL,1.0,MÉDICO,E,2500,16.45
16021,22,36000,HIPOTECA,6.0,OUTRO,D,1400,14.84
16022,23,48000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.65
16023,23,24000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,6.62
16024,24,60000,ALUGUEL,1.0,EDUCAÇÃO,B,10000,
16025,24,10000,ALUGUEL,8.0,PERSONAL,A,3000,7.9
16026,25,35000,ALUGUEL,3.0,OUTRO,B,2400,12.53
16027,23,39000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,6000,15.99
16028,23,100000,HIPOTECA,7.0,EDUCAÇÃO,A,15000,7.88
16029,22,27120,ALUGUEL,5.0,EDUCAÇÃO,C,9250,13.11
16030,25,25920,ALUGUEL,0.0,OUTRO,B,2300,11.11
16031,22,75000,ALUGUEL,2.0,MÉDICO,C,20000,
16032,24,102000,HIPOTECA,5.0,EDUCAÇÃO,C,12000,15.27
16033,25,50000,ALUGUEL,3.0,PERSONAL,D,4000,14.61
16034,26,94000,HIPOTECA,1.0,MÉDICO,A,5000,7.68
16035,24,40000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.88
16036,24,69764,ALUGUEL,2.0,OUTRO,D,1500,14.42
16037,22,21600,ALUGUEL,1.0,EDUCAÇÃO,D,2400,16.29
16038,26,20000,HIPOTECA,5.0,MÉDICO,A,4800,5.99
16039,23,49000,HIPOTECA,7.0,MÉDICO,G,15000,19.82
16040,24,128000,HIPOTECA,4.0,EDUCAÇÃO,A,12000,6.03
16041,25,62500,ALUGUEL,6.0,MELHORIA DE CASA,B,4000,10.37
16042,21,40000,ALUGUEL,4.0,EDUCAÇÃO,A,5000,5.79
16043,22,44000,ALUGUEL,1.0,OUTRO,E,16000,16.35
16044,25,85000,HIPOTECA,5.0,EDUCAÇÃO,C,9600,13.85
16045,24,64600,ALUGUEL,2.0,PERSONAL,A,5000,7.9
16046,22,60000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3950,10.65
16047,26,65000,HIPOTECA,11.0,OUTRO,A,10950,7.88
16048,26,36800,ALUGUEL,0.0,MÉDICO,B,5900,10.71
16049,24,54000,HIPOTECA,8.0,PERSONAL,D,1500,14.42
16050,23,16000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,5600,12.84
16051,23,39000,ALUGUEL,3.0,MÉDICO,B,10000,11.99
16052,24,45000,ALUGUEL,8.0,PERSONAL,C,8000,12.73
16053,23,78000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4200,13.06
16054,24,100000,HIPOTECA,0.0,MÉDICO,C,10000,12.87
16055,22,44400,ALUGUEL,3.0,OUTRO,C,12800,12.73
16056,26,55000,ALUGUEL,1.0,EDUCAÇÃO,C,3000,
16057,25,125000,HIPOTECA,9.0,EDUCAÇÃO,B,12000,9.91
16058,25,37980,HIPOTECA,7.0,PERSONAL,A,3500,6.03
16059,23,75000,PRÓPRIO,8.0,OUTRO,A,8000,6.17
16060,22,28800,ALUGUEL,6.0,MÉDICO,B,8000,11.49
16061,25,53000,HIPOTECA,4.0,EDUCAÇÃO,A,6000,6.62
16062,22,26004,ALUGUEL,5.0,OUTRO,B,4800,10.99
16063,25,70000,ALUGUEL,3.0,MÉDICO,A,5600,7.9
16064,21,38400,PRÓPRIO,0.0,OUTRO,C,12200,
16065,22,130000,HIPOTECA,3.0,OUTRO,B,24250,12.18
16066,24,49000,HIPOTECA,0.0,MELHORIA DE CASA,B,5000,12.18
16067,22,72000,ALUGUEL,6.0,EDUCAÇÃO,E,15000,17.19
16068,26,78000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,18000,13.49
16069,25,48000,ALUGUEL,9.0,PERSONAL,B,4800,
16070,21,27600,ALUGUEL,4.0,EDUCAÇÃO,A,7500,6.76
16071,25,115000,HIPOTECA,4.0,PERSONAL,A,20000,6.91
16072,22,56400,ALUGUEL,2.0,EDUCAÇÃO,A,9500,8.9
16073,21,18000,ALUGUEL,2.0,PERSONAL,B,4500,10.38
16074,22,50000,ALUGUEL,4.0,PERSONAL,A,10000,6.17
16075,23,65000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,8.49
16076,22,32240,ALUGUEL,3.0,PERSONAL,C,15000,13.22
16077,23,55000,HIPOTECA,5.0,EDUCAÇÃO,A,15000,6.17
16078,21,57000,ALUGUEL,3.0,OUTRO,A,3000,5.42
16079,23,26000,ALUGUEL,1.0,EDUCAÇÃO,B,4000,
16080,25,69000,ALUGUEL,1.0,PERSONAL,D,8000,13.99
16081,25,75000,HIPOTECA,4.0,OUTRO,C,12000,13.49
16082,22,59000,HIPOTECA,7.0,PERSONAL,D,4900,15.62
16083,24,37000,ALUGUEL,8.0,EDUCAÇÃO,D,10500,
16084,22,70000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,21000,8.88
16085,22,54000,ALUGUEL,4.0,MÉDICO,C,8075,13.06
16086,24,79000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,21000,7.9
16087,25,26000,ALUGUEL,4.0,MÉDICO,C,8000,12.87
16088,23,159996,HIPOTECA,2.0,PERSONAL,A,12000,5.42
16089,22,52000,HIPOTECA,5.0,OUTRO,A,6000,7.9
16090,22,17280,ALUGUEL,0.0,OUTRO,D,3500,
16091,23,50000,HIPOTECA,3.0,EDUCAÇÃO,A,10000,6.03
16092,24,45000,ALUGUEL,3.0,PERSONAL,A,7800,7.51
16093,25,128500,HIPOTECA,1.0,MELHORIA DE CASA,C,15000,12.53
16094,24,87000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.36
16095,22,18000,ALUGUEL,1.0,EDUCAÇÃO,B,7000,10.65
16096,24,65000,ALUGUEL,0.0,OUTRO,B,7000,11.83
16097,26,105000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,12100,
16098,23,92004,ALUGUEL,6.0,MÉDICO,C,30000,15.23
16099,22,55000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,8.9
16100,24,36000,ALUGUEL,5.0,OUTRO,D,6000,14.96
16101,26,39000,ALUGUEL,2.0,EDUCAÇÃO,A,8000,6.62
16102,23,60000,HIPOTECA,7.0,OUTRO,A,7200,
16103,25,44000,ALUGUEL,1.0,MÉDICO,D,8000,12.92
16104,25,150000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,25000,10.25
16105,25,78600,ALUGUEL,0.0,MÉDICO,C,8400,13.48
16106,21,18000,ALUGUEL,,MÉDICO,C,2400,14.72
16107,23,30000,ALUGUEL,1.0,EDUCAÇÃO,D,1450,15.58
16108,22,54000,ALUGUEL,4.0,EDUCAÇÃO,E,5000,16.35
16109,25,24000,ALUGUEL,9.0,PERSONAL,B,9600,11.71
16110,23,25920,ALUGUEL,4.0,PERSONAL,D,10000,15.58
16111,23,36000,ALUGUEL,1.0,EDUCAÇÃO,A,7000,7.9
16112,22,126500,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,19200,13.79
16113,22,54000,ALUGUEL,4.0,OUTRO,B,5600,9.63
16114,24,39996,PRÓPRIO,0.0,PERSONAL,A,3000,7.37
16115,23,58200,HIPOTECA,2.0,PERSONAL,B,13000,
16116,23,80196,PRÓPRIO,2.0,PERSONAL,B,30000,9.91
16117,23,21600,ALUGUEL,2.0,MELHORIA DE CASA,D,6000,14.42
16118,24,22800,PRÓPRIO,3.0,MÉDICO,B,4750,11.36
16119,26,48000,ALUGUEL,10.0,EDUCAÇÃO,B,4225,9.83
16120,23,69996,HIPOTECA,7.0,OUTRO,A,3000,6.39
16121,26,20000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,1500,7.74
16122,22,55000,ALUGUEL,6.0,OUTRO,C,6000,14.27
16123,23,30000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,11.86
16124,25,50000,HIPOTECA,2.0,PERSONAL,A,10000,7.9
16125,23,75000,HIPOTECA,5.0,PERSONAL,B,5000,11.12
16126,25,30720,ALUGUEL,6.0,MÉDICO,B,10000,10.37
16127,26,41892,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,C,11300,13.22
16128,26,18700,ALUGUEL,2.0,MÉDICO,A,1500,5.42
16129,23,58000,OUTROS,0.0,OUTRO,B,16000,12.21
16130,23,34000,PRÓPRIO,7.0,EDUCAÇÃO,A,10950,7.29
16131,22,29100,ALUGUEL,2.0,OUTRO,D,6250,16.07
16132,23,149385,PRÓPRIO,7.0,PERSONAL,A,7000,8.94
16133,23,36000,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,11.11
16134,26,76668,ALUGUEL,10.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7200,9.63
16135,25,155004,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10500,7.49
16136,24,46800,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,6.99
16137,21,46800,HIPOTECA,,MÉDICO,A,5000,7.51
16138,25,85000,ALUGUEL,9.0,MELHORIA DE CASA,A,5750,7.29
16139,26,58000,ALUGUEL,0.0,MELHORIA DE CASA,B,20000,10.25
16140,25,47412,HIPOTECA,0.0,EDUCAÇÃO,A,6500,8.59
16141,22,45000,ALUGUEL,3.0,EDUCAÇÃO,B,5000,11.11
16142,22,25200,ALUGUEL,1.0,EDUCAÇÃO,B,4000,
16143,26,41400,ALUGUEL,5.0,MÉDICO,B,7300,9.45
16144,24,45000,HIPOTECA,3.0,OUTRO,C,15000,13.06
16145,23,21000,ALUGUEL,6.0,EDUCAÇÃO,A,7500,6.91
16146,23,46800,PRÓPRIO,7.0,OUTRO,C,9000,
16147,21,65000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,2200,12.42
16148,23,38800,ALUGUEL,2.0,EDUCAÇÃO,A,14575,
16149,23,30000,HIPOTECA,3.0,EDUCAÇÃO,B,4500,10.62
16150,23,69996,PRÓPRIO,2.0,OUTRO,B,10000,
16151,24,23000,ALUGUEL,1.0,MÉDICO,C,5000,
16152,24,75000,HIPOTECA,5.0,MELHORIA DE CASA,A,12000,5.99
16153,26,38400,ALUGUEL,7.0,OUTRO,C,3200,13.49
16154,24,72400,HIPOTECA,4.0,EDUCAÇÃO,E,25000,17.99
16155,24,74900,HIPOTECA,8.0,MELHORIA DE CASA,A,3500,6.39
16156,23,72000,HIPOTECA,6.0,MELHORIA DE CASA,C,12000,13.61
16157,25,60000,PRÓPRIO,8.0,OUTRO,B,14000,11.12
16158,25,18000,ALUGUEL,3.0,EDUCAÇÃO,C,8500,10.28
16159,24,35000,ALUGUEL,8.0,PERSONAL,A,5000,7.88
16160,24,70000,HIPOTECA,1.0,MELHORIA DE CASA,B,9000,11.83
16161,26,16428,ALUGUEL,0.0,MÉDICO,C,2400,12.23
16162,21,32400,ALUGUEL,2.0,OUTRO,C,10000,13.23
16163,23,82500,HIPOTECA,0.0,PERSONAL,A,5000,8.49
16164,24,88000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,F,30000,18.62
16165,26,150000,HIPOTECA,3.0,OUTRO,B,25000,9.99
16166,23,21000,ALUGUEL,2.0,OUTRO,C,3000,12.68
16167,25,67000,ALUGUEL,9.0,PERSONAL,C,5000,13.92
16168,22,28000,ALUGUEL,6.0,PERSONAL,B,1000,10.25
16169,26,33600,ALUGUEL,4.0,PERSONAL,D,3300,15.65
16170,25,120000,ALUGUEL,1.0,MELHORIA DE CASA,A,12000,
16171,25,54000,ALUGUEL,,MELHORIA DE CASA,D,12000,16.77
16172,22,65000,HIPOTECA,4.0,EDUCAÇÃO,A,9000,9.63
16173,22,72204,ALUGUEL,2.0,EDUCAÇÃO,C,6700,13.47
16174,23,36000,ALUGUEL,7.0,PERSONAL,C,1200,13.99
16175,21,60000,HIPOTECA,5.0,EDUCAÇÃO,A,6000,6.91
16176,24,54996,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,12500,12.87
16177,25,16000,ALUGUEL,0.0,PERSONAL,A,3200,9.32
16178,21,90000,ALUGUEL,3.0,EDUCAÇÃO,B,4800,9.62
16179,24,72000,ALUGUEL,5.0,MELHORIA DE CASA,B,8000,10.0
16180,22,34992,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,
16181,24,112500,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,8600,13.11
16182,26,40000,ALUGUEL,10.0,PERSONAL,D,6925,15.99
16183,25,42000,ALUGUEL,2.0,OUTRO,D,10000,14.91
16184,22,36000,HIPOTECA,0.0,PERSONAL,B,12375,
16185,23,89000,ALUGUEL,7.0,EDUCAÇÃO,C,7000,
16186,21,46000,ALUGUEL,2.0,PERSONAL,D,5200,17.27
16187,22,30000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3000,11.49
16188,23,26000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7800,10.59
16189,21,50000,HIPOTECA,5.0,PERSONAL,C,9000,13.49
16190,22,44094,ALUGUEL,1.0,PERSONAL,A,3600,7.37
16191,23,30000,ALUGUEL,1.0,MÉDICO,A,8400,
16192,24,46000,HIPOTECA,8.0,PERSONAL,A,2000,7.66
16193,22,75000,HIPOTECA,6.0,OUTRO,D,25000,14.96
16194,22,30000,ALUGUEL,4.0,EDUCAÇÃO,B,10000,11.86
16195,25,26729,ALUGUEL,5.0,OUTRO,B,7300,11.14
16196,22,115000,HIPOTECA,6.0,EDUCAÇÃO,A,12000,5.99
16197,22,32400,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5500,
16198,25,67000,HIPOTECA,9.0,PERSONAL,C,25000,10.91
16199,25,96000,HIPOTECA,6.0,OUTRO,C,21000,14.65
16200,24,48720,ALUGUEL,,EDUCAÇÃO,C,10000,13.85
16201,21,30000,ALUGUEL,2.0,OUTRO,B,7000,10.99
16202,26,175000,ALUGUEL,2.0,EDUCAÇÃO,B,17000,9.88
16203,25,60000,ALUGUEL,1.0,EDUCAÇÃO,A,10000,
16204,24,48996,ALUGUEL,5.0,OUTRO,C,5000,13.79
16205,22,52320,HIPOTECA,6.0,EDUCAÇÃO,D,15000,12.86
16206,26,35000,ALUGUEL,10.0,EDUCAÇÃO,B,12875,
16207,25,36000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,15000,15.05
16208,22,66614,HIPOTECA,6.0,MÉDICO,E,11000,17.99
16209,22,16800,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4750,13.85
16210,21,61464,HIPOTECA,5.0,MELHORIA DE CASA,C,4000,
16211,24,52728,ALUGUEL,4.0,EDUCAÇÃO,A,5000,7.74
16212,23,55000,PRÓPRIO,6.0,OUTRO,C,18500,13.16
16213,25,48000,ALUGUEL,0.0,MELHORIA DE CASA,F,3200,
16214,25,74000,PRÓPRIO,1.0,MÉDICO,A,16000,8.49
16215,24,82726,HIPOTECA,7.0,MELHORIA DE CASA,C,20000,
16216,25,5000,ALUGUEL,0.0,EDUCAÇÃO,B,1000,9.64
16217,26,46800,HIPOTECA,,PERSONAL,D,6000,14.91
16218,22,38400,HIPOTECA,,PERSONAL,B,5000,11.49
16219,22,80000,HIPOTECA,5.0,OUTRO,B,9500,11.71
16220,24,156000,HIPOTECA,8.0,PERSONAL,B,15000,10.25
16221,24,48000,HIPOTECA,8.0,MÉDICO,A,10000,7.49
16222,25,43200,ALUGUEL,3.0,OUTRO,C,3000,13.8
16223,25,80000,ALUGUEL,0.0,MÉDICO,B,11200,
16224,23,81000,ALUGUEL,7.0,EDUCAÇÃO,C,18000,13.98
16225,25,76000,ALUGUEL,1.0,EDUCAÇÃO,A,5000,7.9
16226,23,135000,HIPOTECA,1.0,EDUCAÇÃO,D,12500,15.99
16227,22,55000,HIPOTECA,6.0,EDUCAÇÃO,C,1400,13.49
16228,22,27500,ALUGUEL,1.0,EDUCAÇÃO,B,4250,10.99
16229,25,42000,HIPOTECA,9.0,MÉDICO,A,9100,
16230,24,43300,HIPOTECA,2.0,EDUCAÇÃO,B,24000,10.62
16231,25,24996,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,C,2500,12.98
16232,25,72000,HIPOTECA,9.0,OUTRO,A,3200,6.39
16233,23,138000,HIPOTECA,7.0,OUTRO,B,2700,11.86
16234,26,159960,HIPOTECA,11.0,MELHORIA DE CASA,A,18325,7.49
16235,24,64000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,F,4000,20.89
16236,24,51000,ALUGUEL,7.0,PERSONAL,D,9600,15.31
16237,22,30000,ALUGUEL,6.0,EDUCAÇÃO,B,7000,9.62
16238,22,22000,PRÓPRIO,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,8500,15.05
16239,24,23500,HIPOTECA,2.0,MELHORIA DE CASA,B,7000,10.38
16240,26,220836,HIPOTECA,10.0,PERSONAL,B,9000,11.26
16241,21,19200,PRÓPRIO,0.0,MÉDICO,B,2400,9.91
16242,25,65000,ALUGUEL,4.0,MELHORIA DE CASA,C,15000,13.49
16243,23,65000,HIPOTECA,7.0,EDUCAÇÃO,A,5500,7.88
16244,26,145000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.99
16245,22,78700,HIPOTECA,6.0,PERSONAL,A,7000,7.68
16246,23,21000,PRÓPRIO,2.0,OUTRO,C,6000,15.27
16247,26,24000,ALUGUEL,5.0,MÉDICO,A,6000,6.62
16248,22,42000,ALUGUEL,0.0,PERSONAL,A,3600,7.37
16249,24,46704,ALUGUEL,2.0,PERSONAL,B,9000,11.49
16250,24,65000,HIPOTECA,3.0,EDUCAÇÃO,B,12000,9.91
16251,22,66000,ALUGUEL,6.0,PERSONAL,C,16800,13.49
16252,21,60000,HIPOTECA,2.0,OUTRO,B,6000,10.62
16253,25,30720,HIPOTECA,3.0,MÉDICO,B,2000,11.12
16254,26,50000,ALUGUEL,10.0,PERSONAL,B,18950,
16255,23,80000,HIPOTECA,1.0,EDUCAÇÃO,C,12000,13.48
16256,22,41000,PRÓPRIO,0.0,PERSONAL,A,1000,6.99
16257,25,150000,ALUGUEL,2.0,MELHORIA DE CASA,A,8750,7.74
16258,23,122000,ALUGUEL,7.0,MÉDICO,C,14000,13.48
16259,22,27996,ALUGUEL,0.0,EDUCAÇÃO,D,2200,15.95
16260,22,30000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6000,12.42
16261,23,30000,ALUGUEL,3.0,PERSONAL,D,3000,15.2
16262,21,40000,PRÓPRIO,1.0,PERSONAL,C,15000,13.16
16263,22,130000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,14500,
16264,22,41500,ALUGUEL,6.0,PERSONAL,D,2500,15.62
16265,24,98000,PRÓPRIO,8.0,OUTRO,A,12000,7.49
