idade,renda,propriedadeCasa,tempoEmprego,intensao,grau,valor,juros
26,68000,1,11,2,3,25000,15
23,92000,1,7,2,2,18000,12
24,92000,1,7,4,1,15000,11
25,36960,0,8,0,3,12500,14
22,13200,0,0,3,1,2500,9
22,14400,0,2,4,4,2500,11
24,92000,1,9,4,4,25000,17
26,14400,0,2,3,2,2500,13
24,92000,1,9,0,1,22000,10
23,15600,0,3,1,1,2500,10
24,92000,3,4,2,1,7200,9
23,68000,1,4,2,3,8000,15
23,15600,0,4,0,0,2500,7
23,92000,1,7,3,4,10000,16
23,92000,1,4,1,4,15600,16
23,92000,1,7,4,1,15000,11
23,92000,1,7,1,2,7000,13
25,92000,1,9,2,1,13000,11
26,92000,1,0,0,1,5600,11
22,92000,2,2,2,2,6000,12
23,92000,1,0,1,1,12950,9
25,17352,0,0,4,1,2500,12
21,18000,0,3,1,0,2500,7
26,80004,1,7,0,2,7500,15
22,18204,0,2,0,1,2500,11
23,92004,1,7,3,1,24250,11
22,18984,0,6,5,2,2500,14
24,19464,0,4,4,2,2500,13
26,92004,1,3,2,2,24250,14
25,80004,1,8,4,0,6000,8
26,80040,1,6,4,0,10000,11
25,20000,0,2,4,3,2500,15
24,92259,1,4,5,0,6000,11
21,20000,0,2,4,2,2500,13
25,37560,0,2,0,5,12500,18
26,92400,1,8,2,0,14500,7
24,80400,1,8,4,2,10000,11
25,45000,0,1,2,1,12500,10
22,92496,1,2,1,0,10200,11
23,46000,0,1,1,1,12500,11
26,46800,0,0,1,1,12500,11
21,49000,0,5,3,0,12500,7
26,44000,0,4,5,6,12500,22
23,92500,1,5,1,0,2500,11
22,50000,0,4,2,0,12500,7
25,92700,1,5,3,2,1500,14
22,92700,1,1,3,0,9250,7
24,50000,0,0,0,0,12500,7
26,92700,1,6,1,1,1500,9
23,92700,1,2,3,1,25000,10
24,34800,3,8,3,1,1700,10
22,34800,3,4,2,2,7350,14
23,92700,1,2,1,0,5000,8
26,92795,1,10,2,1,19000,10
26,34656,3,2,4,0,5500,7
25,93000,1,9,3,3,12000,16
21,52000,0,5,2,1,12500,11
25,93000,1,1,3,0,12000,6
24,54996,0,0,2,2,12500,12
23,93000,1,5,0,0,2000,7
26,51000,0,10,0,4,12500,14
22,93000,1,6,2,0,3600,7
26,93000,1,0,0,0,8000,6
26,93000,1,10,0,1,6000,10
25,93000,1,3,0,2,2000,15
24,34500,3,8,1,1,2000,11
23,81000,1,0,0,1,16000,11
22,60000,0,6,4,1,12500,10
24,60000,0,4,1,1,12500,11
23,60000,0,4,4,1,12500,10
25,60000,0,4,1,1,12500,11
24,54000,0,2,3,4,12500,14
22,62000,0,6,2,0,12500,7
22,63000,0,2,1,1,12500,10
26,93000,1,4,4,2,5600,11
22,65000,0,1,1,0,12500,6
26,93000,1,8,2,0,17500,7
23,65000,0,0,1,1,12500,11
23,93000,3,7,3,2,25000,12
25,93000,1,5,2,0,12000,7
23,93000,3,7,3,1,10000,9
21,93000,1,4,1,2,9800,12
24,70000,0,3,5,0,12500,7
25,80400,0,2,3,0,12500,9
23,84000,0,0,0,0,12500,6
24,73000,0,6,0,3,12500,6
23,34188,3,4,3,0,3200,7
26,95000,0,3,2,2,12500,12
24,93000,1,3,3,2,18000,11
23,93000,1,5,3,0,3000,7
22,93000,1,6,3,1,7500,11
25,93080,1,3,0,2,8450,13
24,110000,0,1,0,1,12500,9
25,93200,1,9,1,3,25000,15
22,93218,1,5,2,1,12000,11
22,93240,1,6,4,0,7000,9
26,93450,1,1,5,1,12000,11
22,30000,0,0,2,1,12600,11
25,42504,0,0,2,1,12600,11
25,93500,1,1,5,2,14000,12
26,93500,1,9,3,3,6250,14
24,47250,0,5,1,1,12600,11
22,74000,0,6,4,1,12600,10
22,110000,0,3,0,1,12600,10
23,69360,1,4,2,1,9600,11
24,93600,1,4,2,0,3600,5
22,190000,0,3,1,0,12600,6
22,93600,1,6,1,1,5000,9
21,93600,1,5,1,1,25000,10
25,69360,1,2,2,5,22000,19
25,93600,1,9,0,1,20000,10
23,23000,0,3,1,2,12700,14
22,93600,1,0,0,0,6000,11
22,81996,1,6,4,1,10000,11
23,70000,0,0,3,0,12700,11
22,52000,0,3,2,3,12750,18
25,94000,1,9,5,1,30000,10
23,94000,1,1,4,0,13000,6
22,94000,1,6,4,2,35000,15
24,32000,0,4,5,1,12800,12
23,38500,0,8,0,0,12800,8
26,94000,1,8,4,0,15000,6
24,94000,1,4,1,1,25000,11
22,40000,0,0,2,0,12800,8
21,40000,0,4,3,1,12800,12
23,40000,0,5,1,3,12800,16
25,94000,1,5,2,1,20000,11
26,42000,0,4,1,1,12800,10
22,44400,0,3,1,2,12800,12
26,94000,1,1,0,0,5000,7
22,42200,0,6,3,3,12800,15
23,46000,0,2,1,5,12800,19
26,52992,0,6,5,0,12800,5
22,94200,1,6,4,1,20000,8
23,94200,1,6,1,0,18000,6
22,94342,1,4,1,1,2400,10
25,94400,1,4,4,0,35000,7
24,56000,0,0,1,1,12800,11
26,94500,3,10,3,0,2000,5
25,94500,1,5,5,1,13500,10
23,58000,0,1,2,1,12800,12
23,60000,0,2,0,1,12800,10
22,94692,1,5,1,1,20000,11
26,60000,0,7,3,2,12800,12
23,94800,1,7,0,2,6000,14
26,94800,1,10,0,0,14000,6
23,82800,1,1,5,1,12000,9
23,94940,1,4,3,0,2000,5
23,94965,1,3,1,2,8000,13
25,94976,1,5,0,1,20000,10
23,64000,0,6,1,2,12800,14
23,95000,1,0,3,1,10000,9
23,95000,1,7,1,0,19000,7
21,71232,0,5,3,3,12800,14
23,95000,1,4,2,0,4400,7
24,77385,0,4,2,0,12800,11
23,70550,1,7,2,0,15000,8
23,95000,1,7,1,0,35000,7
24,78600,0,0,5,3,12800,14
25,103000,0,9,5,3,12800,15
24,95000,1,1,4,1,7450,12
22,95000,1,2,0,0,24000,7
22,95000,1,4,1,0,6400,7
24,95000,1,7,5,1,10000,10
24,95000,1,7,0,1,15000,12
26,35000,0,10,2,1,12875,11
26,95000,1,10,4,0,6600,7
22,31760,0,3,4,1,12875,12
26,95000,1,10,3,2,15000,15
21,44000,0,0,1,3,12875,15
22,95000,1,3,0,1,7200,11
24,58155,0,8,5,4,12950,11
22,50000,0,0,0,1,13000,12
23,95000,1,8,2,2,7200,14
23,44000,0,1,1,4,13000,18
22,50000,0,3,2,2,13000,12
26,50000,0,0,5,1,13000,11
22,33716,3,6,1,0,13750,6
26,95000,1,1,4,1,24000,10
23,44000,0,0,5,5,13000,17
23,95000,1,7,3,1,12000,11
26,50000,0,0,2,2,13000,12
26,95000,1,9,1,3,25000,16
24,45996,0,1,2,2,13000,13
24,83000,1,2,0,3,28000,16
24,95000,1,3,0,1,35000,11
25,52000,0,3,4,3,13000,15
25,95000,1,5,3,1,18000,10
22,95000,1,0,1,0,10400,5
22,52128,0,6,3,0,13000,8
23,95000,1,3,2,0,9950,8
24,95000,1,4,2,2,5750,11
22,48000,0,3,5,0,13000,7
22,95000,1,2,2,1,5000,10
25,95000,1,0,0,1,15000,11
24,95000,3,4,5,2,10000,15
26,54000,0,3,5,4,13000,17
22,95000,1,0,2,0,9000,8
25,55000,0,9,5,0,13000,7
23,95000,1,6,1,2,20000,14
22,33600,3,4,4,2,12000,13
23,83000,1,7,1,1,24175,11
26,95000,1,1,3,1,15000,10
24,56000,0,2,0,1,13000,11
24,95000,3,8,4,2,4800,13
23,33600,3,4,3,0,4000,5
23,95000,1,7,0,0,4500,6
26,95000,1,9,3,3,17000,15
25,95000,1,8,1,1,6800,9
22,60000,0,6,3,1,13000,9
21,33600,3,6,4,2,9600,13
24,95000,1,0,2,1,12000,10
22,95000,1,0,2,0,6875,6
22,60000,0,0,0,0,13000,8
25,62000,0,2,5,0,13000,6
24,33600,3,8,3,0,2500,6
22,95000,1,1,1,2,7200,12
21,33600,3,5,2,0,10000,7
26,95000,1,10,1,0,7275,6
22,64000,0,7,1,3,13000,14
24,95000,3,8,1,4,25000,16
21,33600,3,5,3,1,3000,11
24,65000,0,6,1,2,13000,13
23,95000,1,2,3,0,4000,7
22,65000,0,3,1,4,13000,11
22,95000,1,6,2,0,12000,7
24,65004,0,0,3,1,13000,11
24,95000,1,3,5,0,18000,7
25,95000,1,4,1,0,6500,7
23,60000,0,3,2,0,13000,7
21,95000,1,5,3,0,15000,11
24,67500,0,1,3,2,13000,13
26,95000,1,0,1,3,20000,14
26,95000,1,10,3,1,5000,9
24,95000,1,8,3,3,16000,15
23,95000,1,7,1,2,15000,12
24,95000,1,2,3,1,20000,10
24,95000,1,2,1,0,5000,7
23,69996,0,8,1,1,13000,11
22,95000,1,6,0,1,12000,10
23,95000,3,2,1,0,10900,7
24,70000,0,0,5,0,13000,7
26,95000,3,0,2,0,1000,8
23,95000,1,7,4,5,25000,18
24,70000,0,2,0,1,13000,10
26,95000,3,5,1,0,8000,11
23,95000,1,7,1,1,14400,11
23,83000,1,5,1,1,20000,11
23,83000,1,5,0,3,5000,14
24,75000,0,3,5,1,13000,10
21,83000,1,5,4,2,15000,12
23,95000,1,7,4,0,6000,7
25,95000,1,0,3,0,4000,8
23,75000,0,6,0,0,13000,6
21,33009,3,5,3,1,12000,11
23,33004,3,5,1,0,5000,8
25,75000,0,4,0,1,13000,11
23,76000,0,3,2,2,13000,11
22,95000,1,3,4,0,10000,9
24,95000,1,4,4,1,25000,10
25,83195,0,9,4,1,13000,11
24,84000,0,3,2,1,13000,11
25,95000,1,7,4,0,5000,7
25,95004,3,9,1,1,2800,9
23,86000,0,6,1,1,13000,10
21,83004,1,2,0,3,10000,15
24,95004,1,0,2,2,18000,13
25,87000,0,6,0,0,13000,7
26,95004,1,10,5,1,24250,8
24,95004,1,8,3,0,16000,5
23,90000,0,4,0,2,13000,12
25,95004,1,9,1,0,18000,7
23,95004,1,4,3,0,10000,7
22,95004,3,6,1,1,7200,10
24,90000,0,0,4,0,13000,8
25,95111,1,9,4,2,18000,14
24,83290,1,5,0,0,6000,9
23,95327,3,4,3,0,4325,7
21,95400,1,0,4,0,12000,5
26,95400,1,8,4,2,5000,12
26,69700,0,4,2,3,13000,14
24,110000,0,4,0,0,13000,8
26,110400,0,9,1,0,13000,7
24,95610,1,8,3,1,6000,10
23,95620,1,7,1,3,13500,14
24,90100,0,6,2,1,13000,12
24,33000,3,7,3,0,14000,11
23,120000,0,7,4,1,13000,11
26,108000,0,3,5,3,13000,15
24,83904,1,8,0,3,16000,16
25,96000,1,6,5,2,21000,14
24,96000,1,8,5,0,35000,7
25,96000,1,4,3,1,10925,12
22,71400,1,4,2,2,21600,15
22,96000,1,0,1,0,3000,7
22,96000,1,4,1,1,5500,12
25,96000,1,9,4,3,35000,18
22,96000,1,6,1,2,6000,13
23,96000,1,4,4,0,9000,6
25,96000,1,9,2,0,14000,6
23,96000,1,5,4,0,1500,6
26,96000,1,10,5,4,24000,19
25,57840,0,5,2,1,13600,9
24,96000,1,5,0,0,5000,8
25,96000,1,5,0,0,35000,7
25,68000,0,2,0,1,13600,10
22,70000,0,5,4,0,13600,7
24,96000,1,1,5,1,4800,11
26,96000,1,3,4,0,10000,5
22,70000,0,6,4,1,13600,12
25,73000,0,9,4,1,13600,11
23,78625,0,3,4,1,13600,9
25,96000,1,10,3,0,20000,6
23,96000,1,2,2,0,12000,7
24,96000,1,8,5,0,11000,5
23,85000,0,5,4,0,13600,6
24,96000,1,6,3,0,12000,5
25,33000,3,7,3,1,8000,10
23,96000,3,8,2,2,8000,13
24,96000,1,8,3,0,4200,5
26,64900,0,4,2,1,13625,11
23,96000,1,7,1,0,4000,5
23,96000,1,1,1,0,10000,7
22,96000,1,6,1,0,9000,7
25,33000,0,0,0,4,13650,16
21,33000,3,2,1,2,11000,13
24,96000,1,2,3,1,4200,11
24,33000,3,9,3,2,8000,14
21,33000,3,4,1,3,5000,14
25,84000,1,9,0,3,5000,16
26,96000,1,6,2,1,20000,11
23,96000,1,2,4,0,7000,5
26,96000,1,4,3,1,11625,10
26,96000,1,10,3,0,8000,7
22,96000,1,6,3,2,25000,13
23,96000,1,0,3,1,20000,11
23,33000,3,5,3,1,3600,11
25,45000,0,3,2,4,13650,18
25,96000,1,9,0,1,18250,11
25,71400,1,9,2,3,25000,14
22,96000,1,2,1,0,12000,11
26,96000,1,0,5,0,16000,5
21,30000,0,0,0,3,13750,15
25,35000,0,0,0,0,13750,7
25,84000,1,9,4,3,3500,14
22,96000,1,3,1,0,20000,7
26,32956,3,10,2,0,10000,8
22,53591,0,6,1,3,13750,14
23,96000,1,1,3,1,5000,10
21,32868,3,2,3,2,2500,13
23,32800,3,3,3,0,8000,7
22,96000,1,4,3,0,8000,7
24,96000,1,5,0,0,15000,7
22,32760,3,2,3,2,7000,11
23,96000,1,7,0,0,5000,7
24,32700,3,8,1,0,4200,7
24,96000,1,8,2,1,2000,10
24,79000,0,2,5,0,13800,8
25,80600,0,9,4,1,13800,11
25,96000,1,6,1,1,20000,11
25,96000,3,0,1,1,4000,9
24,105000,0,2,3,0,13800,7
22,96000,1,3,3,1,5000,10
26,96000,1,3,1,2,12000,13
23,96000,1,4,1,1,20000,10
23,32500,3,2,3,2,5000,13
25,32500,3,9,2,1,3600,11
26,96000,1,1,5,1,10000,10
22,71400,1,2,2,3,15000,14
26,71400,3,9,2,4,16500,16
26,117500,0,0,3,0,13800,7
24,32500,3,2,1,3,5600,14
26,96000,1,4,5,4,20000,16
25,96000,1,0,3,1,5000,11
25,76400,0,3,3,1,13900,10
21,96000,3,1,1,1,7000,12
24,96000,1,7,5,2,6000,13
26,42000,0,3,3,0,14000,6
23,96000,2,3,1,4,12000,11
26,42000,0,4,0,1,14000,9
22,96000,1,3,1,2,11400,13
25,84000,1,0,1,5,2125,15
24,42996,0,2,2,0,14000,7
23,96060,1,7,2,0,10000,5
24,96216,1,5,3,0,14400,7
23,96260,1,4,1,3,25200,15
26,96300,1,10,4,0,15000,6
22,96384,1,6,3,1,18000,10
25,96500,1,0,4,0,10000,6
26,96500,1,4,3,0,18000,7
24,96500,1,1,1,4,14000,17
26,96640,2,8,1,1,25000,11
25,96720,1,9,1,0,18000,7
25,39000,0,4,4,3,14000,16
24,96900,1,8,0,0,9300,6
23,97000,1,5,1,1,12000,9
25,97000,1,9,4,2,8000,11
24,97000,1,3,0,2,6400,15
26,97000,1,5,0,0,4000,6
23,72250,1,7,2,3,35000,15
22,97000,1,4,4,0,5000,6
22,46000,0,6,1,0,14000,8
23,97000,1,4,0,0,16000,6
24,40000,0,4,2,3,14000,15
24,97000,1,6,4,1,8000,11
23,46800,0,4,1,1,14000,10
23,97000,3,7,2,1,15000,9
24,97000,1,2,0,2,22000,12
23,97000,1,0,4,4,15000,16
24,46800,0,4,0,0,14000,7
22,97000,1,6,1,0,12975,6
26,97000,1,4,2,2,6000,13
23,97000,1,1,4,0,5000,7
24,97000,1,6,5,2,6800,13
23,42000,0,2,4,3,14000,16
25,97000,1,9,5,3,25000,14
23,97000,1,7,1,0,4800,11
22,97000,1,6,2,2,10000,13
24,49150,0,4,1,1,14000,11
23,97000,1,8,4,4,4000,16
26,44000,0,10,0,3,14000,14
23,97000,1,7,3,2,1800,11
22,97000,1,0,1,2,7500,11
24,97000,1,2,5,2,12000,10
26,85200,1,5,5,4,14000,11
26,97333,3,3,5,0,10000,5
24,50000,0,2,5,1,14000,9
24,50004,0,0,1,1,14000,12
25,85584,1,10,0,4,24000,17
23,97600,1,7,2,0,14500,7
25,97700,1,6,4,0,8000,7
24,97700,1,5,3,1,25000,11
26,97700,1,1,0,0,10400,9
23,97781,1,7,2,0,5575,6
23,97781,1,7,3,0,15000,6
23,52000,0,7,1,0,14000,6
23,32000,3,7,1,2,3500,15
22,85992,1,6,0,3,3500,14
24,98000,3,8,5,0,12000,6
23,52800,0,4,3,2,14000,14
24,98000,1,5,5,1,10000,11
24,98000,1,8,3,0,10000,6
21,53000,0,2,1,2,14000,14
25,98000,1,9,1,0,2000,5
24,98000,3,8,3,0,12000,7
22,32000,3,2,2,0,3000,6
26,98000,1,5,2,0,12000,8
23,98000,3,6,1,3,10000,18
21,98000,1,5,4,1,6000,10
24,98000,1,8,4,1,6500,11
25,54000,0,2,4,1,14000,10
25,86000,1,9,5,1,5000,10
22,54000,0,0,2,0,14000,7
22,98000,1,5,1,3,25000,14
24,98000,1,4,2,0,5000,5
23,98000,1,7,3,0,10000,11
22,48000,0,1,4,2,14000,13
25,86000,1,7,0,3,24000,11
22,86000,1,7,1,2,18000,13
26,98000,1,7,3,0,14000,7
24,86000,1,0,4,1,20000,10
20,98000,1,4,1,3,24250,11
25,55000,0,9,5,0,14000,6
26,55000,0,2,1,1,14000,9
23,98000,1,3,3,0,10000,8
24,98000,1,8,2,1,25000,11
23,86000,1,7,0,3,4800,16
23,98000,1,4,1,0,14500,8
23,32000,3,4,4,2,7500,12
25,98000,1,3,5,1,1000,11
23,98000,1,7,0,2,20000,13
25,98000,1,2,4,0,6400,9
25,98000,3,0,4,0,2000,7
22,98004,1,6,0,0,16000,7
25,86004,1,3,4,0,15000,6
23,55000,0,3,3,2,14000,11
21,55260,0,0,1,0,14000,6
23,73185,1,7,2,1,7000,9
21,98132,1,5,2,1,15000,11
21,98280,1,2,0,0,10000,6
23,98280,1,7,1,0,9400,6
23,98400,1,7,1,0,9000,6
26,98400,1,4,3,0,8450,6
22,55992,0,6,3,1,14000,12
24,98400,1,0,1,2,8000,12
23,98400,1,0,1,1,10000,11
22,56000,0,5,1,2,14000,14
23,32000,3,2,3,0,6500,8
24,98518,1,8,3,0,10000,8
25,56004,0,0,0,0,14000,6
26,98700,1,6,5,2,9600,13
24,32000,3,3,5,1,15000,11
24,56004,0,2,2,2,14000,12
23,98800,1,7,3,1,1000,11
22,99000,1,6,3,0,18000,8
24,99000,1,8,0,0,12000,6
26,57600,0,10,3,1,14000,10
26,99000,1,10,3,1,5000,11
25,58000,0,5,2,2,14000,12
26,60000,0,2,2,1,14000,12
22,60000,0,6,4,0,14000,6
25,99000,1,9,0,0,15000,6
23,60000,0,4,1,3,14000,14
23,99000,1,8,1,0,1800,7
26,99000,1,9,2,2,20000,14
24,99000,1,8,1,1,12250,9
22,60000,0,7,3,0,14000,7
26,99085,1,10,3,3,8000,14
23,99200,1,7,0,0,23000,6
24,87220,1,7,3,2,8000,11
22,60000,0,3,0,2,14000,13
25,99473,1,9,4,1,8500,11
23,99500,1,7,1,3,25000,15
25,54000,0,6,0,3,14000,14
25,99600,1,1,5,1,12800,12
22,99600,1,6,4,0,7125,7
22,99600,1,6,2,1,5000,9
23,99670,1,2,4,3,5500,14
22,60000,0,0,1,2,14000,12
24,99750,1,8,5,1,12000,9
25,99800,1,1,2,0,12000,8
26,99900,1,10,4,0,2700,11
25,60000,0,5,5,1,14000,11
23,99996,1,7,1,0,20000,7
25,99996,1,6,2,1,8000,11
23,99996,1,2,4,1,4800,11
22,61000,0,0,1,0,14000,6
25,99996,1,5,5,1,12000,10
23,62000,0,7,0,1,14000,10
24,99996,1,5,2,2,10000,13
24,62004,0,6,3,0,14000,8
25,99996,1,3,3,0,8000,8
24,62800,0,5,4,1,14000,12
23,100000,1,7,2,1,25000,11
24,100000,1,1,1,1,6600,9
22,64000,0,2,0,0,14000,7
23,65000,0,3,4,1,14000,10
23,100000,1,7,4,3,35000,16
23,65000,0,2,0,1,14000,9
24,65000,0,0,1,1,14000,10
23,100000,1,4,1,3,14000,17
23,100000,1,4,2,2,15000,13
24,100000,3,4,2,0,6000,8
22,65000,0,3,2,0,14000,7
26,66000,0,10,4,0,14000,6
25,100000,1,9,4,0,6000,8
25,31200,3,9,4,0,15000,6
23,66000,0,1,1,2,14000,12
25,100000,1,6,3,1,12000,9
26,100000,1,7,3,0,9200,6
22,100000,1,6,1,1,9000,11
25,88000,1,9,4,3,20000,17
23,100000,3,7,4,3,35000,16
25,100000,1,9,5,1,4800,10
25,100000,1,9,5,0,11650,6
23,88000,1,4,5,2,8400,14
24,69000,0,3,3,2,14000,12
26,69575,0,3,2,0,14000,9
25,100000,1,0,1,0,15000,6
25,63996,0,9,0,3,14000,14
21,70000,0,5,4,0,14000,6
23,31200,3,7,1,1,6000,10
25,70000,0,2,5,1,14000,9
24,55845,0,1,2,3,14000,14
22,100000,1,7,4,0,6000,8
24,100000,1,4,2,1,8000,9
24,72000,0,8,1,0,14000,7
26,100000,1,10,0,0,12000,5
23,72150,0,3,3,1,14000,10
23,88000,1,4,3,2,1000,13
21,72500,0,3,1,2,14000,13
22,100000,1,6,1,1,14350,9
24,100000,1,8,2,0,6000,5
24,100000,1,8,2,0,5625,6
24,100000,1,1,3,0,5000,11
26,100000,1,11,4,2,15000,13
23,73000,0,1,4,2,14000,13
23,100000,1,5,2,1,8000,11
25,100000,1,9,2,0,3275,5
24,100000,1,8,2,0,10750,6
23,100000,1,7,4,1,11200,11
23,100000,1,7,3,1,10000,10
25,100000,1,2,3,2,16000,14
21,100000,1,3,3,0,6200,8
26,88000,1,6,1,2,7700,14
26,75000,0,4,1,1,14000,11
22,100000,1,6,1,0,15000,7
25,100000,1,9,1,2,7500,13
25,100000,1,9,5,1,17600,10
22,31193,3,0,0,3,4000,14
24,100000,1,3,1,0,10000,5
22,100000,1,6,1,1,3000,11
23,100000,1,0,3,0,11000,8
26,100000,3,10,2,1,10000,10
25,100000,1,2,1,3,15000,15
22,100000,1,2,1,1,15000,11
24,100000,1,7,1,3,10300,15
24,88000,1,5,0,4,24000,19
26,100000,1,4,0,1,25000,11
25,77700,0,2,5,1,14000,10
22,78700,0,6,1,2,14000,13
26,80000,0,6,1,1,14000,11
23,80000,0,0,3,2,14000,14
26,100000,1,4,1,0,5000,6
26,74800,1,3,2,3,10000,14
23,100000,1,8,3,0,10000,7
25,100000,1,5,2,1,15000,11
24,81000,0,2,0,2,14000,14
22,100000,1,3,3,1,12000,11
24,100000,1,8,3,0,6000,5
22,82000,0,4,4,0,14000,7
23,100000,1,1,4,1,9125,11
25,100000,1,3,2,0,12000,5
24,100000,1,8,3,5,30000,18
25,100000,1,0,1,0,7000,5
24,100000,1,8,5,0,12000,6
24,100000,1,9,3,0,12800,5
24,100000,1,6,2,0,20000,6
24,100000,1,2,1,1,7700,10
22,100000,1,6,1,1,10000,10
23,100000,1,4,3,4,25000,17
25,100000,1,0,1,0,7500,6
23,100000,1,8,4,0,16000,6
23,86000,0,4,2,0,14000,6
24,88000,0,0,5,1,14000,9
26,90000,0,0,5,0,14000,6
21,88000,1,1,4,3,25000,14
25,90996,0,5,2,2,14000,12
25,100000,3,2,5,0,15000,6
23,100000,1,0,2,0,17000,5
23,95000,0,0,1,1,14000,12
24,100000,1,8,5,0,10000,6
26,100000,1,11,5,0,2000,5
24,100000,1,2,0,1,5000,9
24,100000,1,4,3,0,16000,6
23,100000,1,2,3,0,14000,6
23,83000,0,0,1,4,14000,17
24,95000,0,5,3,1,14000,11
22,100000,1,7,1,0,20000,6
23,100000,1,7,4,2,5400,12
22,100000,1,4,1,0,13500,11
26,100000,0,6,3,2,14000,13
24,100000,1,8,1,0,16800,7
24,74800,0,4,2,4,14000,16
25,100000,1,9,1,0,15000,7
24,100000,1,5,4,1,14000,10
25,100000,1,3,4,3,13750,15
24,100000,1,8,0,2,3600,13
24,100000,1,5,3,0,7000,6
24,105000,0,0,2,0,14000,7
26,100000,1,0,0,2,17000,13
24,98000,0,4,1,2,14000,14
25,100000,1,9,4,2,7000,13
25,100000,1,2,4,0,10000,7
23,100000,1,7,1,0,15000,7
24,100000,1,0,0,2,16000,14
24,110004,0,5,2,0,14000,7
25,100000,1,3,1,1,25000,10
23,113000,0,2,0,2,14000,13
23,120000,0,3,2,1,14000,9
26,100000,1,5,1,1,24000,10
22,100000,1,0,3,2,15000,13
24,120000,0,2,2,1,14000,10
25,100000,1,9,4,0,4800,7
23,100000,1,5,0,1,20000,11
26,120000,0,10,3,4,14000,11
26,100000,1,10,1,2,14000,13
23,122000,0,7,0,2,14000,13
25,100000,1,9,2,2,15000,12
24,100000,1,6,3,3,25000,15
22,30004,3,6,1,0,7500,11
24,100000,3,2,5,1,24000,10
22,128165,0,6,0,0,14000,8
25,100000,1,9,2,1,14000,10
22,140000,0,0,2,2,14000,13
21,100000,3,5,4,0,5000,7
24,145000,0,3,3,2,14000,12
24,100000,1,8,4,3,17400,16
25,100000,1,9,1,1,8000,10
24,100000,1,8,5,3,12000,15
22,100000,1,0,0,1,20000,11
24,148000,0,8,5,0,14000,5
22,88000,1,6,0,5,25000,18
23,100000,3,0,3,2,1000,14
23,100000,1,7,1,3,15000,16
25,100000,1,9,5,1,25000,11
24,100000,1,0,5,2,10000,12
22,100000,1,6,0,0,15000,8
23,24000,0,1,3,1,14075,11
26,100000,1,0,1,2,10000,14
23,100000,1,0,4,0,7000,8
24,100000,1,8,0,1,13000,11
21,27996,0,2,3,1,14075,11
22,46000,0,7,4,2,14100,14
23,100000,1,4,0,2,10000,13
25,100000,1,9,2,0,12000,8
23,100000,1,4,1,2,10000,12
24,100000,1,5,3,1,12000,12
23,100000,1,1,3,1,25000,11
24,100000,1,3,1,1,15000,12
24,88000,1,2,1,6,25000,18
23,32000,0,5,2,0,14125,7
23,100000,2,1,1,1,15000,11
26,30000,3,3,4,0,6000,7
22,100000,1,0,2,2,24000,13
23,100000,1,2,4,2,6850,13
25,33000,0,1,2,1,14125,9
23,30000,3,4,1,0,14125,6
24,88000,1,0,1,1,15000,10
26,30000,3,3,3,0,1925,6
24,100000,2,1,2,1,25000,11
25,100000,3,4,2,2,15000,11
26,100000,1,7,0,0,7500,8
24,100000,1,1,0,0,6000,11
24,88000,1,0,5,2,6400,11
22,40000,0,4,0,1,14125,11
26,100000,1,9,1,1,12800,9
26,92000,0,10,4,1,14200,10
23,100000,1,5,0,2,15000,11
21,78000,0,1,1,1,14275,9
26,135000,0,10,4,1,14275,9
22,74867,1,4,2,3,17000,16
23,100080,1,7,4,1,20600,12
24,88128,1,0,1,1,1950,9
24,74909,1,8,2,1,14000,9
24,100400,1,6,5,4,10000,16
25,100505,3,9,5,1,35000,11
23,100800,1,4,0,0,20000,7
24,35000,0,4,4,3,14400,15
26,100800,1,7,1,1,8000,11
24,100800,1,4,1,1,21000,11
24,100800,1,8,2,1,10800,10
25,75500,1,10,2,3,6000,14
22,30000,3,3,1,0,15000,6
24,100860,1,8,5,0,6000,5
23,36000,0,3,4,2,14400,13
24,100995,1,6,0,0,16000,7
25,101000,1,9,1,1,17000,11
23,101000,1,7,4,4,20000,17
22,30000,3,3,2,1,7200,10
24,34320,0,5,2,4,14400,16
21,36500,0,1,4,3,14400,15
26,101000,1,6,4,0,16000,7
22,101000,1,7,1,3,25000,11
22,42996,0,2,0,2,14400,11
24,101000,3,5,2,1,24250,12
24,89000,1,1,3,3,25000,15
26,43000,0,7,2,1,14400,9
21,101004,1,2,0,1,14000,10
22,43000,0,2,0,0,14400,7
22,30000,3,6,3,0,6000,7
23,101138,1,2,1,2,20500,13
26,101400,1,10,0,0,5600,6
24,101400,1,8,4,0,9900,8
24,101400,1,0,4,0,6400,11
23,45000,0,4,1,1,14400,11
22,48000,0,0,0,2,14400,13
24,101900,1,0,3,0,13600,6
23,102000,3,0,2,3,30000,16
24,50000,0,4,0,0,14400,11
25,102000,1,5,1,1,6975,9
23,51000,0,3,0,0,14400,7
23,102000,1,7,0,1,25000,11
24,45871,0,5,5,3,14400,11
23,102000,1,5,4,0,35000,7
25,102000,3,9,2,1,8000,12
24,102000,1,5,2,2,12000,15
24,102000,3,5,4,0,23800,8
21,56400,0,5,4,4,14400,18
26,102000,1,5,4,0,13000,5
24,57000,0,8,2,0,14400,7
25,102000,1,3,0,0,11200,7
22,102000,1,3,2,0,18000,8
22,102000,1,6,4,0,10000,7
23,90000,1,6,4,1,15000,9
